invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,total_price,profit_margin,
734,WALM052,Mansfield,Electronic accessories,75.88,7,1/24/2019,10:38:00,Ewallet,8.9,531.16,0.57,
735,WALM057,Euless,Food and beverages,53.72,1,3/1/2019,20:03:00,Ewallet,6.4,53.72,0.33,
736,WALM095,Big Spring,Health and beauty,81.95,10,3/10/2019,12:39:00,Credit card,6,819.5,0.33,
737,WALM066,Grapevine,Home and lifestyle,81.2,7,3/23/2019,15:59:00,Credit card,8.1,568.4,0.33,
738,WALM010,Laredo,Electronic accessories,58.76,10,1/29/2019,14:26:00,Ewallet,9,587.6,0.48,
739,WALM064,Bedford,Electronic accessories,91.56,8,1/12/2019,18:22:00,Ewallet,6,732.48,0.33,
740,WALM084,Schertz,Home and lifestyle,93.96,9,3/20/2019,11:32:00,Cash,9.8,845.64,0.33,
741,WALM047,Flower Mound,Home and lifestyle,55.61,7,3/23/2019,12:41:00,Cash,8.5,389.27,0.48,
742,WALM076,Huntsville,Food and beverages,84.83,1,1/14/2019,15:20:00,Ewallet,8.8,84.83,0.33,
743,WALM048,Harlingen,Sports and travel,71.63,2,2/12/2019,14:33:00,Ewallet,8.8,143.26,0.48,
744,WALM067,Haltom City,Home and lifestyle,37.69,2,2/20/2019,15:29:00,Ewallet,9.5,75.38,0.33,
745,WALM002,Dallas,Sports and travel,31.67,8,1/2/2019,16:19:00,Credit card,5.6,253.36,0.36,
746,WALM081,Friendswood,Food and beverages,38.42,1,2/2/2019,16:33:00,Cash,8.6,38.42,0.33,
747,WALM062,Galveston,Fashion accessories,65.23,10,1/8/2019,19:07:00,Credit card,5.2,652.3,0.33,
748,WALM016,Brownsville,Home and lifestyle,10.53,5,1/30/2019,14:43:00,Credit card,5.8,52.65,0.48,
749,WALM025,Waco,Home and lifestyle,12.29,9,3/26/2019,19:28:00,Credit card,8,110.61,0.48,
750,WALM005,Fort Worth,Health and beauty,81.23,7,1/15/2019,20:44:00,Cash,9,568.61,0.48,
751,WALM060,DeSoto,Fashion accessories,22.32,4,3/14/2019,11:16:00,Ewallet,4.1,89.28,0.33,
752,WALM090,Brownwood,Food and beverages,27.28,5,2/3/2019,10:31:00,Credit card,8.6,136.4,0.33,
753,WALM075,San Marcos,Electronic accessories,17.42,10,2/22/2019,12:30:00,Ewallet,7,174.2,0.33,
754,WALM074,Weslaco,Home and lifestyle,73.28,5,1/24/2019,15:05:00,Cash,8.4,366.4,0.33,
755,WALM021,McAllen,Fashion accessories,84.87,3,1/25/2019,18:30:00,Ewallet,7.4,254.61,0.48,
756,WALM072,Lancaster,Fashion accessories,97.29,8,3/9/2019,13:18:00,Credit card,6.2,778.32,0.33,
757,WALM077,Coppell,Electronic accessories,35.74,8,2/17/2019,15:28:00,Ewallet,4.9,285.92,0.33,
758,WALM063,Georgetown,Home and lifestyle,96.52,6,1/11/2019,11:52:00,Cash,4.5,579.12,0.33,
759,WALM064,Bedford,Food and beverages,18.85,10,2/27/2019,18:24:00,Ewallet,5.6,188.5,0.33,
760,WALM028,Odessa,Food and beverages,55.39,4,3/25/2019,15:19:00,Ewallet,8,221.56,0.48,
761,WALM003,San Antonio,Food and beverages,77.2,10,2/11/2019,10:38:00,Credit card,5.6,772,0.48,
762,WALM069,Rockwall,Electronic accessories,72.13,10,1/31/2019,15:12:00,Credit card,4.2,721.3,0.33,
763,WALM071,Lufkin,Fashion accessories,63.88,8,1/20/2019,17:48:00,Ewallet,9.9,511.04,0.33,
764,WALM070,Hurst,Health and beauty,10.69,5,3/26/2019,11:07:00,Ewallet,7.6,53.45,0.33,
765,WALM004,Austin,Health and beauty,55.5,4,1/20/2019,15:48:00,Credit card,6.6,222,0.48,
766,WALM017,McKinney,Home and lifestyle,95.46,8,3/5/2019,19:40:00,Ewallet,4.7,763.68,0.48,
767,WALM056,Rowlett,Fashion accessories,76.06,3,1/5/2019,20:30:00,Credit card,9.8,228.18,0.33,
768,WALM006,El Paso,Sports and travel,13.69,6,2/13/2019,13:59:00,Cash,6.3,82.14,0.48,
769,WALM049,North Richland Hills,Electronic accessories,95.64,4,3/16/2019,18:51:00,Cash,7.9,382.56,0.48,
770,WALM020,Killeen,Home and lifestyle,11.43,6,1/15/2019,17:24:00,Cash,7.7,68.58,0.48,
771,WALM065,Texas City,Sports and travel,95.54,4,2/26/2019,11:58:00,Ewallet,4.5,382.16,0.33,
772,WALM039,Longview,Health and beauty,85.87,7,2/27/2019,19:01:00,Credit card,8,601.09,0.48,
773,WALM046,Temple,Sports and travel,67.99,7,2/17/2019,16:50:00,Ewallet,5.7,475.93,0.48,
774,WALM060,DeSoto,Food and beverages,52.42,1,2/6/2019,10:22:00,Credit card,6.3,52.42,0.33,
775,WALM052,Mansfield,Food and beverages,65.65,2,1/17/2019,16:46:00,Cash,6,131.3,0.57,
776,WALM053,Conroe,Food and beverages,28.86,5,1/22/2019,18:08:00,Credit card,8,144.3,0.57,
777,WALM084,Schertz,Health and beauty,65.31,7,3/5/2019,18:02:00,Credit card,4.2,457.17,0.33,
778,WALM096,Eagle Pass,Sports and travel,93.38,1,1/3/2019,13:07:00,Cash,9.6,93.38,0.33,
779,WALM031,Lewisville,Sports and travel,25.25,5,3/20/2019,17:52:00,Cash,6.1,126.25,0.48,
780,WALM095,Big Spring,Electronic accessories,87.87,9,1/31/2019,20:32:00,Ewallet,5.6,790.83,0.33,
781,WALM005,Fort Worth,Health and beauty,21.8,8,2/19/2019,19:24:00,Cash,8.3,174.4,0.48,
782,WALM022,Mesquite,Sports and travel,94.76,4,2/11/2019,16:06:00,Ewallet,7.8,379.04,0.48,
783,WALM063,Georgetown,Fashion accessories,30.62,1,2/5/2019,14:14:00,Credit card,4.1,30.62,0.33,
784,WALM055,Waxahachie,Home and lifestyle,44.01,8,3/3/2019,17:36:00,Cash,8.8,352.08,0.33,
785,WALM069,Rockwall,Health and beauty,10.16,5,2/24/2019,13:08:00,Ewallet,4.1,50.8,0.33,
786,WALM087,Waxahachie,Electronic accessories,74.58,7,2/4/2019,16:09:00,Credit card,9,522.06,0.33,
787,WALM062,Galveston,Electronic accessories,71.89,8,2/19/2019,11:33:00,Ewallet,5.5,575.12,0.33,
788,WALM025,Waco,Health and beauty,10.99,5,1/23/2019,10:18:00,Credit card,9.3,54.95,0.48,
789,WALM017,McKinney,Health and beauty,60.47,3,1/14/2019,10:55:00,Credit card,5.6,181.41,0.48,
790,WALM089,Southlake,Sports and travel,58.91,7,1/17/2019,15:15:00,Ewallet,9.7,412.37,0.33,
791,WALM031,Lewisville,Fashion accessories,46.41,1,3/3/2019,20:06:00,Credit card,4,46.41,0.48,
792,WALM038,Sugar Land,Health and beauty,68.55,4,2/15/2019,20:21:00,Credit card,9.2,274.2,0.48,
793,WALM008,Corpus Christi,Home and lifestyle,97.37,10,1/15/2019,13:48:00,Credit card,4.9,973.7,0.48,
794,WALM022,Mesquite,Electronic accessories,92.6,7,2/27/2019,12:52:00,Credit card,9.3,648.2,0.48,
795,WALM100,Canyon,Electronic accessories,46.61,2,2/26/2019,12:28:00,Credit card,6.6,93.22,0.18,
796,WALM001,Houston,Fashion accessories,27.18,2,3/15/2019,16:26:00,Ewallet,4.3,54.36,0.36,
797,WALM067,Haltom City,Home and lifestyle,60.87,1,1/24/2019,13:24:00,Cash,5.5,60.87,0.33,
798,WALM072,Lancaster,Sports and travel,24.49,10,2/22/2019,15:15:00,Cash,8.1,244.9,0.33,
799,WALM098,Mineral Wells,Health and beauty,92.78,1,3/15/2019,10:50:00,Credit card,9.8,92.78,0.18,
800,WALM067,Haltom City,Home and lifestyle,86.69,5,2/11/2019,18:38:00,Ewallet,9.4,433.45,0.33,
801,WALM075,San Marcos,Sports and travel,23.01,6,1/12/2019,16:45:00,Ewallet,7.9,138.06,0.33,
802,WALM005,Fort Worth,Electronic accessories,30.2,8,3/3/2019,19:30:00,Ewallet,5.1,241.6,0.48,
803,WALM037,League City,Fashion accessories,67.39,7,3/23/2019,13:23:00,Ewallet,6.9,471.73,0.48,
804,WALM096,Eagle Pass,Fashion accessories,48.96,9,3/4/2019,11:27:00,Cash,8,440.64,0.18,
805,WALM009,Plano,Electronic accessories,75.59,9,2/23/2019,11:12:00,Cash,8,680.31,0.48,
806,WALM074,Weslaco,Home and lifestyle,77.47,4,3/17/2019,16:36:00,Cash,4.2,309.88,0.33,
807,WALM080,Nacogdoches,Sports and travel,93.18,2,1/16/2019,18:41:00,Credit card,8.5,186.36,0.33,
808,WALM025,Waco,Electronic accessories,50.23,4,1/8/2019,17:12:00,Cash,9,200.92,0.48,
809,WALM040,Edinburg,Health and beauty,17.75,1,1/14/2019,10:38:00,Cash,8.6,17.75,0.48,
810,WALM059,Pflugerville,Fashion accessories,62.18,10,1/31/2019,10:33:00,Ewallet,6,621.8,0.33,
811,WALM016,Brownsville,Health and beauty,10.75,8,3/15/2019,14:38:00,Ewallet,6.2,86,0.48,
812,WALM082,Weslaco,Electronic accessories,40.26,10,2/24/2019,18:06:00,Cash,5,402.6,0.33,
813,WALM086,Rosenberg,Sports and travel,64.97,5,2/8/2019,12:52:00,Credit card,6.5,324.85,0.33,
814,WALM077,Coppell,Electronic accessories,95.15,1,3/22/2019,14:00:00,Cash,6,95.15,0.33,
815,WALM028,Odessa,Electronic accessories,48.62,8,1/24/2019,10:57:00,Cash,5,388.96,0.48,
816,WALM072,Lancaster,Food and beverages,53.21,8,3/14/2019,16:45:00,Ewallet,5,425.68,0.33,
817,WALM058,Port Arthur,Fashion accessories,45.44,7,1/23/2019,11:15:00,Cash,9.2,318.08,0.33,
818,WALM078,Del Rio,Food and beverages,33.88,8,1/19/2019,20:29:00,Ewallet,9.6,271.04,0.33,
819,WALM008,Corpus Christi,Health and beauty,96.16,4,1/27/2019,20:03:00,Credit card,8.4,384.64,0.48,
820,WALM086,Rosenberg,Food and beverages,47.16,5,2/3/2019,14:35:00,Credit card,6,235.8,0.33,
821,WALM069,Rockwall,Electronic accessories,52.89,4,3/25/2019,16:32:00,Ewallet,6.7,211.56,0.33,
822,WALM009,Plano,Home and lifestyle,47.68,2,2/24/2019,10:10:00,Credit card,4.1,95.36,0.48,
823,WALM048,Harlingen,Sports and travel,10.17,1,2/7/2019,14:15:00,Cash,5.9,10.17,0.48,
824,WALM035,San Angelo,Health and beauty,68.71,3,3/4/2019,10:05:00,Cash,8.7,206.13,0.48,
825,WALM042,Bryan,Sports and travel,60.08,7,2/14/2019,11:36:00,Credit card,4.5,420.56,0.48,
826,WALM011,Lubbock,Sports and travel,22.01,4,1/29/2019,18:15:00,Credit card,6.6,88.04,0.48,
827,WALM073,Seguin,Health and beauty,72.11,9,1/28/2019,13:53:00,Credit card,7.7,648.99,0.33,
828,WALM009,Plano,Fashion accessories,41.28,3,3/26/2019,18:37:00,Credit card,8.5,123.84,0.48,
829,WALM020,Killeen,Electronic accessories,64.95,10,3/24/2019,18:27:00,Cash,5.2,649.5,0.48,
830,WALM011,Lubbock,Electronic accessories,74.22,10,1/1/2019,14:42:00,Credit card,4.3,742.2,0.48,
831,WALM003,San Antonio,Electronic accessories,10.56,8,1/24/2019,17:43:00,Cash,7.6,84.48,0.48,
832,WALM087,Waxahachie,Health and beauty,62.57,4,2/25/2019,18:37:00,Cash,9.5,250.28,0.33,
833,WALM078,Del Rio,Sports and travel,11.85,8,1/9/2019,16:34:00,Cash,4.1,94.8,0.33,
834,WALM082,Weslaco,Health and beauty,91.3,1,2/14/2019,14:42:00,Cash,9.2,91.3,0.33,
835,WALM060,DeSoto,Home and lifestyle,40.73,7,3/12/2019,11:01:00,Ewallet,5.4,285.11,0.33,
836,WALM074,Weslaco,Fashion accessories,52.38,1,3/26/2019,19:44:00,Cash,5.8,52.38,0.33,
837,WALM083,Farmers Branch,Fashion accessories,38.54,5,1/9/2019,13:34:00,Ewallet,5.6,192.7,0.33,
838,WALM098,Mineral Wells,Sports and travel,44.63,6,1/2/2019,20:08:00,Credit card,5.1,267.78,0.18,
839,WALM076,Huntsville,Electronic accessories,55.87,10,1/15/2019,15:01:00,Cash,5.8,558.7,0.33,
840,WALM085,Kerrville,Sports and travel,29.22,6,1/1/2019,11:40:00,Ewallet,5,175.32,0.33,
841,WALM056,Rowlett,Fashion accessories,51.94,3,2/15/2019,15:21:00,Cash,7.9,155.82,0.33,
842,WALM070,Hurst,Electronic accessories,60.3,1,2/28/2019,17:38:00,Cash,6,60.3,0.33,
843,WALM080,Nacogdoches,Sports and travel,39.47,2,3/2/2019,16:16:00,Credit card,5,78.94,0.33,
844,WALM061,Cedar Park,Food and beverages,14.87,2,2/13/2019,18:15:00,Credit card,8.9,29.74,0.33,
845,WALM051,New Braunfels,Fashion accessories,21.32,1,1/26/2019,12:43:00,Cash,5.9,21.32,0.48,
846,WALM051,New Braunfels,Electronic accessories,93.78,3,1/30/2019,11:32:00,Credit card,5.9,281.34,0.57,
847,WALM018,Frisco,Electronic accessories,73.26,1,1/27/2019,18:08:00,Ewallet,9.7,73.26,0.48,
848,WALM026,Denton,Sports and travel,22.38,1,1/30/2019,17:08:00,Credit card,8.6,22.38,0.48,
849,WALM017,McKinney,Food and beverages,72.88,9,1/8/2019,19:38:00,Cash,4,655.92,0.48,
850,WALM033,Pearland,Fashion accessories,99.1,6,1/19/2019,13:11:00,Cash,4.2,594.6,0.48,
851,WALM055,Waxahachie,Fashion accessories,74.1,1,1/25/2019,11:05:00,Cash,9.2,74.1,0.33,
852,WALM054,Sherman,Fashion accessories,98.48,2,2/19/2019,10:12:00,Ewallet,9.2,196.96,0.21,
853,WALM030,Richardson,Health and beauty,53.19,7,1/14/2019,15:42:00,Ewallet,5,372.33,0.48,
854,WALM093,Angleton,Electronic accessories,52.79,10,2/25/2019,11:58:00,Ewallet,10,527.9,0.33,
855,WALM087,Waxahachie,Health and beauty,95.95,5,1/23/2019,14:21:00,Ewallet,8.8,479.75,0.33,
856,WALM093,Angleton,Fashion accessories,36.51,9,2/16/2019,10:52:00,Cash,4.2,328.59,0.33,
857,WALM049,North Richland Hills,Food and beverages,21.12,8,1/1/2019,19:31:00,Cash,6.3,168.96,0.48,
858,WALM067,Haltom City,Home and lifestyle,28.31,4,3/7/2019,18:35:00,Cash,8.2,113.24,0.33,
859,WALM093,Angleton,Health and beauty,57.59,6,2/15/2019,13:51:00,Cash,5.1,345.54,0.33,
860,WALM097,Alice,Food and beverages,47.63,9,1/23/2019,12:35:00,Cash,5,428.67,0.18,
861,WALM078,Del Rio,Home and lifestyle,86.27,1,2/20/2019,13:24:00,Ewallet,7,86.27,0.33,
862,WALM068,Burleson,Sports and travel,12.76,2,1/8/2019,18:06:00,Ewallet,7.8,25.52,0.33,
863,WALM031,Lewisville,Home and lifestyle,11.28,9,3/17/2019,11:55:00,Credit card,4.3,101.52,0.48,
864,WALM014,Amarillo,Home and lifestyle,51.07,7,1/12/2019,11:42:00,Cash,7,357.49,0.48,
865,WALM052,Mansfield,Electronic accessories,79.59,3,1/8/2019,14:30:00,Cash,6.6,238.77,0.57,
866,WALM075,San Marcos,Health and beauty,33.81,3,1/26/2019,15:11:00,Ewallet,7.3,101.43,0.33,
867,WALM085,Kerrville,Sports and travel,90.53,8,3/15/2019,14:48:00,Credit card,6.5,724.24,0.33,
868,WALM053,Conroe,Health and beauty,62.82,2,1/17/2019,12:36:00,Ewallet,4.9,125.64,0.57,
869,WALM051,New Braunfels,Food and beverages,24.31,3,1/8/2019,19:09:00,Credit card,4.3,72.93,0.48,
870,WALM035,San Angelo,Sports and travel,64.59,4,1/6/2019,13:35:00,Ewallet,9.3,258.36,0.48,
871,WALM074,Weslaco,Food and beverages,24.82,7,2/16/2019,10:33:00,Cash,7.1,173.74,0.33,
872,WALM091,Little Elm,Fashion accessories,56.5,1,3/13/2019,15:45:00,Ewallet,9.6,56.5,0.33,
873,WALM005,Fort Worth,Electronic accessories,21.43,10,1/28/2019,11:51:00,Cash,6.2,214.3,0.48,
874,WALM059,Pflugerville,Sports and travel,89.06,6,1/18/2019,17:26:00,Cash,9.9,534.36,0.33,
875,WALM046,Temple,Home and lifestyle,23.29,4,3/19/2019,11:52:00,Credit card,5.9,93.16,0.48,
876,WALM067,Haltom City,Home and lifestyle,65.26,8,3/15/2019,14:04:00,Ewallet,6.3,522.08,0.33,
877,WALM046,Temple,Fashion accessories,52.35,1,2/12/2019,17:49:00,Cash,4,52.35,0.48,
878,WALM047,Flower Mound,Electronic accessories,39.75,1,2/25/2019,20:19:00,Cash,6.1,39.75,0.48,
879,WALM067,Haltom City,Electronic accessories,90.02,8,3/21/2019,16:08:00,Credit card,4.5,720.16,0.33,
880,WALM013,Irving,Electronic accessories,12.1,8,1/19/2019,10:17:00,Ewallet,8.6,96.8,0.48,
881,WALM023,Midland,Food and beverages,33.21,10,1/8/2019,14:25:00,Ewallet,6,332.1,0.48,
882,WALM084,Schertz,Fashion accessories,10.18,8,3/30/2019,12:51:00,Credit card,9.5,81.44,0.33,
883,WALM090,Brownwood,Sports and travel,31.99,10,2/20/2019,15:18:00,Credit card,9.9,319.9,0.33,
884,WALM082,Weslaco,Home and lifestyle,34.42,6,3/30/2019,12:45:00,Cash,7.5,206.52,0.33,
885,WALM003,San Antonio,Food and beverages,83.34,2,3/19/2019,13:37:00,Cash,7.6,166.68,0.48,
886,WALM015,Grand Prairie,Sports and travel,45.58,7,1/13/2019,10:03:00,Cash,5,319.06,0.48,
887,WALM027,Abilene,Food and beverages,87.9,1,2/5/2019,19:42:00,Ewallet,6.7,87.9,0.48,
888,WALM001,Houston,Electronic accessories,73.47,10,3/23/2019,13:14:00,Ewallet,9.5,734.7,0.36,
889,WALM093,Angleton,Fashion accessories,12.19,8,3/13/2019,12:47:00,Ewallet,6.8,97.52,0.33,
890,WALM025,Waco,Sports and travel,76.92,10,3/17/2019,19:53:00,Ewallet,5.6,769.2,0.48,
891,WALM092,Lake Jackson,Health and beauty,83.66,5,2/21/2019,10:26:00,Cash,7.2,418.3,0.33,
892,WALM059,Pflugerville,Electronic accessories,57.91,8,2/7/2019,15:06:00,Cash,8.1,463.28,0.33,
893,WALM015,Grand Prairie,Fashion accessories,92.49,5,3/2/2019,16:35:00,Credit card,8.6,462.45,0.48,
894,WALM063,Georgetown,Electronic accessories,28.38,5,3/6/2019,20:57:00,Cash,9.4,141.9,0.33,
895,WALM075,San Marcos,Electronic accessories,50.45,6,2/6/2019,15:16:00,Credit card,8.9,302.7,0.33,
896,WALM051,New Braunfels,Health and beauty,99.16,8,1/28/2019,17:47:00,Credit card,4.2,793.28,0.48,
897,WALM060,DeSoto,Fashion accessories,60.74,7,1/18/2019,16:23:00,Ewallet,5,425.18,0.33,
898,WALM039,Longview,Food and beverages,47.27,6,2/5/2019,10:17:00,Cash,8.8,283.62,0.48,
899,WALM008,Corpus Christi,Health and beauty,85.6,7,3/2/2019,13:50:00,Cash,5.3,599.2,0.48,
900,WALM083,Farmers Branch,Food and beverages,35.04,9,2/9/2019,19:17:00,Ewallet,4.6,315.36,0.33,
901,WALM039,Longview,Electronic accessories,44.84,9,1/14/2019,14:00:00,Credit card,7.5,403.56,0.48,
902,WALM099,Weatherford,Home and lifestyle,45.97,4,2/9/2019,12:02:00,Ewallet,5.1,183.88,0.18,
903,WALM011,Lubbock,Health and beauty,27.73,5,3/26/2019,20:21:00,Credit card,4.2,138.65,0.48,
904,WALM052,Mansfield,Food and beverages,11.53,7,1/28/2019,17:35:00,Cash,8.1,80.71,0.57,
905,WALM012,Garland,Health and beauty,58.32,2,2/14/2019,12:42:00,Ewallet,6,116.64,0.48,
906,WALM070,Hurst,Home and lifestyle,78.38,4,3/24/2019,17:56:00,Cash,7.9,313.52,0.33,
907,WALM064,Bedford,Health and beauty,84.61,10,2/9/2019,18:58:00,Credit card,8.8,846.1,0.33,
908,WALM075,San Marcos,Health and beauty,82.88,5,3/24/2019,14:08:00,Credit card,6.6,414.4,0.33,
909,WALM021,McAllen,Food and beverages,79.54,2,3/27/2019,16:30:00,Ewallet,6.2,159.08,0.48,
910,WALM009,Plano,Home and lifestyle,49.01,10,1/27/2019,10:44:00,Credit card,4.2,490.1,0.48,
911,WALM063,Georgetown,Food and beverages,29.15,3,3/27/2019,20:29:00,Credit card,7.3,87.45,0.33,
912,WALM002,Dallas,Electronic accessories,56.13,4,1/19/2019,11:43:00,Ewallet,8.6,224.52,0.36,
913,WALM063,Georgetown,Home and lifestyle,93.12,8,2/7/2019,10:09:00,Cash,6.8,744.96,0.33,
914,WALM034,College Station,Fashion accessories,51.34,8,1/31/2019,10:00:00,Ewallet,7.6,410.72,0.48,
915,WALM005,Fort Worth,Food and beverages,99.6,3,2/25/2019,18:45:00,Cash,5.8,298.8,0.48,
916,WALM028,Odessa,Electronic accessories,35.49,6,2/2/2019,12:40:00,Cash,4.1,212.94,0.48,
917,WALM001,Houston,Sports and travel,42.85,1,3/14/2019,15:36:00,Credit card,9.3,42.85,0.36,
918,WALM027,Abilene,Fashion accessories,94.67,4,3/11/2019,12:04:00,Cash,6.8,378.68,0.48,
919,WALM057,Euless,Home and lifestyle,68.97,3,2/22/2019,11:26:00,Ewallet,8.7,206.91,0.33,
920,WALM069,Rockwall,Electronic accessories,26.26,3,3/2/2019,12:36:00,Ewallet,6.3,78.78,0.33,
921,WALM092,Lake Jackson,Home and lifestyle,35.79,9,3/10/2019,15:06:00,Credit card,5.1,322.11,0.33,
922,WALM077,Coppell,Home and lifestyle,16.37,6,2/8/2019,10:58:00,Cash,7,98.22,0.33,
923,WALM058,Port Arthur,Home and lifestyle,12.73,2,2/22/2019,12:10:00,Credit card,5.2,25.46,0.33,
924,WALM068,Burleson,Sports and travel,83.14,7,1/10/2019,10:31:00,Credit card,6.6,581.98,0.33,
925,WALM087,Waxahachie,Sports and travel,35.22,6,3/14/2019,13:49:00,Ewallet,6.5,211.32,0.33,
926,WALM002,Dallas,Electronic accessories,13.78,4,1/10/2019,11:10:00,Ewallet,9,55.12,0.36,
927,WALM055,Waxahachie,Sports and travel,88.31,1,2/15/2019,17:38:00,Credit card,5.2,88.31,0.33,
928,WALM071,Lufkin,Health and beauty,39.62,9,1/13/2019,17:54:00,Credit card,6.8,356.58,0.33,
929,WALM054,Sherman,Electronic accessories,88.25,9,2/15/2019,20:51:00,Credit card,7.6,794.25,0.33,
930,WALM024,Carrollton,Sports and travel,25.31,2,3/2/2019,19:26:00,Ewallet,7.2,50.62,0.48,
931,WALM062,Galveston,Home and lifestyle,99.92,6,3/24/2019,13:33:00,Ewallet,7.1,599.52,0.33,
932,WALM043,Baytown,Fashion accessories,83.35,2,2/2/2019,14:05:00,Credit card,9.5,166.7,0.48,
933,WALM038,Sugar Land,Food and beverages,74.44,10,2/27/2019,11:40:00,Ewallet,5.1,744.4,0.48,
934,WALM013,Irving,Health and beauty,64.08,7,1/20/2019,12:27:00,Ewallet,7.6,448.56,0.48,
935,WALM006,El Paso,Home and lifestyle,63.15,6,1/3/2019,20:24:00,Ewallet,9.8,378.9,0.48,
936,WALM099,Weatherford,Home and lifestyle,85.72,3,1/24/2019,20:59:00,Ewallet,5.1,257.16,0.18,
937,WALM081,Friendswood,Health and beauty,78.89,7,1/5/2019,19:48:00,Ewallet,7.5,552.23,0.33,
938,WALM049,North Richland Hills,Sports and travel,89.48,5,3/30/2019,10:18:00,Cash,7.4,447.4,0.48,
939,WALM088,Cleburne,Health and beauty,92.09,3,2/17/2019,16:27:00,Cash,4.2,276.27,0.33,
940,WALM067,Haltom City,Food and beverages,57.29,6,3/21/2019,17:04:00,Ewallet,5.9,343.74,0.33,
941,WALM093,Angleton,Food and beverages,66.52,4,3/2/2019,18:14:00,Ewallet,6.9,266.08,0.33,
942,WALM095,Big Spring,Fashion accessories,99.82,9,3/27/2019,10:43:00,Cash,6.6,898.38,0.33,
943,WALM082,Weslaco,Home and lifestyle,45.68,10,1/19/2019,19:30:00,Cash,5.7,456.8,0.33,
944,WALM025,Waco,Health and beauty,50.79,5,2/19/2019,14:53:00,Credit card,5.3,253.95,0.48,
945,WALM058,Port Arthur,Health and beauty,10.08,7,3/28/2019,20:14:00,Cash,4.2,70.56,0.33,
946,WALM097,Alice,Electronic accessories,93.88,7,1/5/2019,11:51:00,Credit card,7.3,657.16,0.18,
947,WALM007,Arlington,Electronic accessories,84.25,2,3/26/2019,14:13:00,Credit card,5.3,168.5,0.48,
948,WALM009,Plano,Fashion accessories,53.78,1,2/3/2019,20:13:00,Ewallet,4.7,53.78,0.48,
949,WALM044,Pharr,Home and lifestyle,35.81,5,2/6/2019,18:44:00,Ewallet,7.9,179.05,0.48,
950,WALM020,Killeen,Food and beverages,26.43,8,2/24/2019,14:26:00,Ewallet,8.9,211.44,0.48,
951,WALM081,Friendswood,Health and beauty,39.91,3,2/21/2019,12:40:00,Ewallet,9.3,119.73,0.33,
952,WALM039,Longview,Home and lifestyle,21.9,3,1/9/2019,18:43:00,Ewallet,4.7,65.7,0.48,
953,WALM005,Fort Worth,Food and beverages,62.85,4,2/25/2019,13:22:00,Ewallet,8.7,251.4,0.48,
954,WALM066,Grapevine,Food and beverages,21.04,4,1/13/2019,13:58:00,Cash,7.6,84.16,0.33,
955,WALM071,Lufkin,Home and lifestyle,65.91,6,2/9/2019,11:45:00,Cash,5.7,395.46,0.33,
956,WALM077,Coppell,Fashion accessories,42.57,7,1/6/2019,11:51:00,Cash,6.8,297.99,0.33,
957,WALM042,Bryan,Food and beverages,50.49,9,1/10/2019,17:16:00,Cash,5.4,454.41,0.48,
958,WALM086,Rosenberg,Electronic accessories,46.02,6,2/7/2019,15:55:00,Cash,7.1,276.12,0.33,
959,WALM093,Angleton,Home and lifestyle,15.8,10,1/9/2019,12:07:00,Cash,7.8,158,0.33,
960,WALM025,Waco,Food and beverages,98.66,9,2/19/2019,15:07:00,Cash,8.4,887.94,0.48,
961,WALM013,Irving,Fashion accessories,91.98,1,3/18/2019,15:29:00,Cash,9.8,91.98,0.48,
962,WALM022,Mesquite,Electronic accessories,20.89,2,2/5/2019,18:45:00,Cash,9.8,41.78,0.48,
963,WALM062,Galveston,Fashion accessories,15.5,1,3/19/2019,15:23:00,Credit card,7.4,15.5,0.33,
964,WALM087,Waxahachie,Electronic accessories,96.82,3,3/30/2019,20:37:00,Cash,6.7,290.46,0.33,
965,WALM091,Little Elm,Food and beverages,33.33,2,1/26/2019,14:41:00,Credit card,6.4,66.66,0.33,
966,WALM031,Lewisville,Electronic accessories,38.27,2,3/2/2019,18:18:00,Credit card,5.8,76.54,0.48,
967,WALM055,Waxahachie,Home and lifestyle,33.3,9,3/4/2019,15:27:00,Ewallet,7.2,299.7,0.33,
968,WALM049,North Richland Hills,Home and lifestyle,81.01,3,1/13/2019,12:55:00,Credit card,9.3,243.03,0.48,
969,WALM012,Garland,Health and beauty,15.8,3,3/25/2019,18:02:00,Cash,9.5,47.4,0.48,
970,WALM026,Denton,Electronic accessories,34.49,5,3/11/2019,19:44:00,Credit card,9,172.45,0.48,
971,WALM096,Eagle Pass,Food and beverages,84.63,10,1/1/2019,11:36:00,Credit card,9,846.3,0.18,
972,WALM029,Round Rock,Home and lifestyle,36.91,7,2/10/2019,13:51:00,Ewallet,6.7,258.37,0.48,
973,WALM004,Austin,Electronic accessories,87.08,7,1/26/2019,15:17:00,Cash,5.5,609.56,0.48,
974,WALM007,Arlington,Home and lifestyle,80.08,3,2/11/2019,15:29:00,Cash,5.4,240.24,0.48,
975,WALM028,Odessa,Fashion accessories,86.13,2,2/7/2019,17:59:00,Cash,8.2,172.26,0.48,
976,WALM058,Port Arthur,Fashion accessories,49.92,2,3/6/2019,11:55:00,Credit card,7,99.84,0.33,
977,WALM081,Friendswood,Food and beverages,74.66,4,3/4/2019,10:39:00,Cash,8.5,298.64,0.33,
